"Date","Related","Document Title"
2005-01-27,"George W. Bush","Executive Order 13371—Amendments to Executive Order 13285, Relating to the Presidents Council on Service and Civic Participation"
2005-02-16,"George W. Bush","Executive Order 13372—Clarification of Certain Executive Orders Blocking Property and Prohibiting Certain Transactions"
2005-03-10,"George W. Bush","Executive Order 13373—Amendments to Executive Order 11926 Relating to the Vice Presidential Service Badge"
2005-03-14,"George W. Bush","Executive Order 13374—Amendments to Executive Order 12293—The Foreign Service of the United States"
2005-04-01,"George W. Bush","Executive Order 13375—Amendment to Executive Order 13295 Relating to Certain Influenza Viruses and Quarantinable Communicable Diseases"
2005-04-13,"George W. Bush","Executive Order 13376—Amendments to Executive Order 12863, Relating to the Presidents Foreign Intelligence Advisory Board"
2005-04-13,"George W. Bush","Executive Order 13377—Designating the African Union as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
2005-05-12,"George W. Bush","Executive Order 13378—Amendments to Executive Order 12788 Relating to the Defense Economic Adjustment Program"
2005-06-16,"George W. Bush","Executive Order 13379—Amendment to Executive Order 13369, Relating to the Presidents Advisory Panel on Federal Tax Reform"
2005-06-17,"George W. Bush","Executive Order 13380—Implementing Amendments to Agreement on Border Environment Cooperation Commission and North American Development Bank"
2005-06-27,"George W. Bush","Executive Order 13381—Strengthening Processes Relating to Determining Eligibility for Access to Classified National Security Information"
2005-06-28,"George W. Bush","Executive Order 13382—Blocking Property of Weapons of Mass Destruction Proliferators and Their Supporters"
2005-07-15,"George W. Bush","Executive Order 13383—Amending Executive Orders 12139 and 12949 in Light of Establishment of the Office of Director of National Intelligence"
2005-07-27,"George W. Bush","Executive Order 13384—Assignment of Functions Relating to Original Appointments as Commissioned Officers and Chief Warrant Officer Appointments in the Armed Forces"
2005-09-29,"George W. Bush","Executive Order 13385—Continuance of Certain Federal Advisory Committees and Amendments to and Revocation of Other Executive Orders"
2005-09-30,"George W. Bush","Executive Order 13386—Further Amendment to Executive Order 13369, Relating to the Presidents Advisory Panel on Federal Tax Reform"
2005-10-14,"George W. Bush","Executive Order 13387—2005 Amendments to the Manual for Courts-Martial, United States"
2005-10-25,"George W. Bush","Executive Order 13388—Further Strengthening the Sharing of Terrorism Information To Protect Americans"
2005-11-01,"George W. Bush","Executive Order 13389—Creation of the Gulf Coast Recovery and Rebuilding Council"
2005-11-01,"George W. Bush","Executive Order 13390—Establishment of a Coordinator of Federal Support for the Recovery and Rebuilding of the Gulf Coast Region"
2005-11-22,"George W. Bush","Executive Order 13391—Blocking Property of Additional Persons Undermining Democratic Processes or Institutions in Zimbabwe"
2005-12-14,"George W. Bush","Executive Order 13392—Improving Agency Disclosure of Information"
2005-12-22,"George W. Bush","Executive Order 13393—Adjustments of Certain Rates of Pay"
2005-12-22,"George W. Bush","Executive Order 13394—Providing an Order of Succession Within the Department of Defense"
2006-01-13,"George W. Bush","Executive Order 13395—Designating the Global Fund To Fight AIDS, Tuberculosis and Malaria as a Public International Organization Entitled To Enjoy Certain Privileges, Exemptions, and Immunities"
2006-02-07,"George W. Bush","Executive Order 13396—Blocking Property of Certain Persons Contributing to the Conflict in Cote d'Ivoire"
2006-03-07,"George W. Bush","Executive Order 13397—Responsibilities of the Department of Homeland Security With Respect to Faith-Based and Community Initiatives"
2006-04-18,"George W. Bush","Executive Order 13398—National Mathematics Advisory Panel"
2006-04-25,"George W. Bush","Executive Order 13399—Blocking Property of Additional Persons in Connection With the National Emergency With Respect to Syria"
2006-04-26,"George W. Bush","Executive Order 13400—Blocking Property of Persons in Connection With the Conflict in Sudan's Darfur Region"
2006-04-27,"George W. Bush","Executive Order 13401—Responsibilities of Federal Departments and Agencies With Respect to Volunteer Community Service"
2006-05-10,"George W. Bush","Executive Order 13402—Strengthening Federal Efforts To Protect Against Identity Theft"
2006-05-12,"George W. Bush","Executive Order 13403—Amendments to Executive Orders 11030, 13279, 13339, 13381, and 13389, and Revocation of Executive Order 13011"
2006-06-07,"George W. Bush","Executive Order 13404—Task Force on New Americans"
2006-06-16,"George W. Bush","Executive Order 13405—Blocking Property of Certain Persons Undermining Democratic Processes or Institutions in Belarus"
2006-06-23,"George W. Bush","Executive Order 13406—Protecting the Property Rights of the American People"
2006-06-26,"George W. Bush","Executive Order 13407—Public Alert and Warning System"
2006-06-29,"George W. Bush","Executive Order 13408—Amending Executive Order 13381, as Amended, To Extend its Duration by One Year"
2006-07-03,"George W. Bush","Executive Order 13409—Establishing an Emergency Board To Investigate a Dispute Between Southeastern Pennsylvania Transportation Authority and its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen"
2006-08-22,"George W. Bush","Executive Order 13410—Promoting Quality and Efficient Health Care in Federal Government Administered or Sponsored Health Care Programs"
2006-08-29,"George W. Bush","Executive Order 13411—Improving Assistance for Disaster Victims"
2006-10-13,"George W. Bush","Executive Order 13412—Blocking Property of and Prohibiting Transactions With the Government of Sudan"
2006-10-27,"George W. Bush","Executive Order 13413—Blocking Property of Certain Persons Contributing to the Conflict in the Democratic Republic of the Congo"
2006-11-03,"George W. Bush","Executive Order 13414—Amendment to Executive Order 13402, Strengthening Federal Efforts To Protect Against Identity Theft"
2006-12-01,"George W. Bush","Executive Order 13415—Assignment of Certain Pay-Related Functions"
2006-12-05,"George W. Bush","Executive Order 13416—Strengthening Surface Transportation Security"
2006-12-06,"George W. Bush","Executive Order 13417—Establishing an Emergency Board To Investigate Disputes Between Metro-North Railroad and Certain of Its Employees Represented by Certain Labor Organizations"
2006-12-14,"George W. Bush","Executive Order 13418—Amendment to Executive Order 13317, Volunteers for Prosperity"
2006-12-20,"George W. Bush","Executive Order 13419—National Aeronautics Research and Development"
2006-12-21,"George W. Bush","Executive Order 13420—Adjustments of Certain Rates of Pay"
2006-12-28,"George W. Bush","Executive Order 13421—Providing for the Closing of Government Departments and Agencies on January 2, 2007"
2007-01-18,"George W. Bush","Executive Order 13422—Further Amendment to Executive Order 12866 on Regulatory Planning and Review"
2007-01-24,"George W. Bush","Executive Order 13423—Strengthening Federal Environmental, Energy, and Transportation Management"
2007-01-26,"George W. Bush","Executive Order 13424—Further Amendment to Executive Order 13285, Relating to the President's Council on Service and Civic Participation"
2007-02-14,"George W. Bush","Executive Order 13425—Trial of Alien Unlawful Enemy Combatants by Military Commission"
2007-03-06,"George W. Bush","Executive Order 13426—Establishing a Commission on Care for America's Returning Wounded Warriors and a Task Force on Returning Global War on Terror Heroes"
2007-03-07,"George W. Bush","Executive Order 13427—Extending Privileges and Immunities to the Permanent Observer Mission of the Holy See to the United Nations"
2007-04-02,"George W. Bush","Executive Order 13428—Renaming a National Forest in the Commonwealth of Puerto Rico"
2007-04-04,"George W. Bush","Executive Order 13429—Establishing an Emergency Board To Investigate a Dispute Between Metro-North Railroad and Its Maintenance of Way Employees Represented by the International Brotherhood of Teamsters"
2007-04-18,"George W. Bush","Executive Order 13430—2007 Amendments to the Manual For Courts-Martial, United States"
2007-05-08,"George W. Bush","Executive Order 13431—Establishment of Temporary Organization To Facilitate United States Government Assistance for Transition in Iraq"
2007-05-14,"George W. Bush","Executive Order 13432—Cooperation Among Agencies in Protecting the Environment With Respect to Greenhouse Gas Emissions From Motor Vehicles, Nonroad Vehicles, and Nonroad Engines"
2007-05-16,"George W. Bush","Executive Order 13433—Protecting American Taxpayers From Payment of Contingency Fees"
2007-05-17,"George W. Bush","Executive Order 13434—National Security Professional Development"
2007-06-20,"George W. Bush","Executive Order 13435—Expanding Approved Stem Cell Lines in Ethically Responsible Ways"
2007-06-28,"George W. Bush","Executive Order 13437—Waiver Under the Trade Act of 1974 With Respect to Turkmenistan"
2007-06-28,"George W. Bush","Executive Order 13436—Further Amending Executive Order 13381, as Amended To Extend its Duration by One Year"
2007-07-17,"George W. Bush","Executive Order 13438—Blocking Property of Certain Persons Who Threaten Stabilization Efforts in Iraq"
2007-07-18,"George W. Bush","Executive Order 13439—Establishing an Interagency Working Group on Import Safety"
